Wavelength (nm),Blank1,F542,F543,F546,F547,F560,F561,F552,F553,F558,F559,F572,F573,F574,F575,F580,F581,F599,F597
609.5,0.000291,0.000941,-0.000075,0.000782,0.000628,0.001496,0.001646,0.000118,-0.000796,0.001157,0.000632,0.00122,-0.000575,-0.000725,-0.001388,0.001762,0.001194,-0.000535,0.000657
609,-0.000324,-0.000079,-0.001048,0.000601,0.001401,0.001656,0.001335,-0.001157,-0.001025,0.000243,-0.000359,0.002245,0.000714,-0.000373,0.000282,0.001461,0.00114,-0.000823,-0.000145
608.5,-0.000367,-0.000199,-0.001924,0.000497,0.001445,0.001584,0.001574,-0.00022,-0.000622,-0.000652,-0.000188,0.001717,-0.000062,0.000152,0.001469,0.001124,-0.00005,-0.001324,0.000064
608,0.001077,0.001683,-0.000086,-0.000506,0.0009,0.00233,0.002291,0.000144,0.000742,0.00046,0.001054,0.002708,0.000622,0.000416,0.001311,0.001192,0.001508,-0.000576,0.000248
607.5,0.000325,0.001407,-0.001193,0.000805,0.002032,0.00208,0.001023,-0.001276,-0.001565,-0.000329,-0.000206,0.001228,0.000175,0.001093,0.001497,0.000672,-0.000094,-0.000241,0.000571
607,0.000496,-0.000565,0.000126,0.00164,0.001365,0.000859,-0.000645,-0.001343,0.000013,0.001028,0.000374,0.00121,-0.000643,0.000605,0.000571,0.001893,0.000978,0.000702,0.001682
606.5,-0.000095,0.000436,0.000595,0.000343,0.000853,0.001596,0.000581,0.000296,0.000199,-0.000082,-0.001014,0.001866,0.00068,0.000289,0.000187,0.0015,0.000405,-0.001017,0.000693
606,-0.000163,0.001334,0.000033,-0.000271,0.000577,0.001221,0.000716,0.000563,-0.000128,0.000641,-0.000354,0.002733,0.000902,0.000456,0.001228,0.001365,-0.000741,0.000064,0.000651
605.5,0.000068,0.000017,-0.000608,0.000491,0.001114,0.00172,0.001161,-0.001022,-0.001128,-0.000077,0.000074,0.002153,0.000552,0.000192,0.000041,0.001437,0.000456,-0.000677,-0.000598
605,0.000283,0.000703,-0.000523,-0.000644,0.000907,0.001446,0.000602,0.000028,-0.001377,0.001467,0.002077,0.001296,0.000465,0.00008,0.000691,0.002128,0.000409,0.000312,-0.000657
604.5,0.000147,0.000934,-0.000663,0.000871,0.001354,0.001742,0.000786,-0.000514,-0.000864,0.000599,-0.000352,0.003235,0.002057,-0.000241,-0.000009,0.000954,0.000739,0.000237,0.00021
604,0.000338,0.000155,-0.000211,0.000275,0.001008,0.001853,0.001511,0.000275,-0.000764,0.000474,0.000623,0.003329,0.00033,0.0006,0.000438,0.001644,0.000596,-0.000507,-0.000396
603.5,-0.000051,0.000476,-0.000575,-0.000352,0.00142,0.000626,-0.000047,-0.001342,-0.000262,0.000967,0.001115,0.001448,0.001149,-0.000377,-0.000357,0.00132,0.000052,0.001286,0.001563
603,-0.000234,0.000498,-0.000173,0.001153,0.001997,0.001598,0.001585,0.00062,-0.000625,0.000552,0.000467,0.001886,-0.000007,-0.00014,-0.00033,0.001757,0.000018,0.000564,0.000258
602.5,0.000422,0.001335,-0.000362,0.000301,0.001232,0.000635,0.000823,-0.001785,-0.001283,0.000014,0.000066,0.001452,-0.000361,0.000276,0.000056,0.000964,0.000242,-0.000176,0.000632
602,-0.001026,-0.000778,-0.001439,0.000042,0.001069,0.002309,0.001142,-0.000633,-0.000472,0.000277,0.000099,0.00199,-0.000242,0.000255,-0.000917,0.001376,0.00071,0.000206,-0.000497
601.5,-0.000753,0.001351,-0.000028,0.001202,0.001961,0.000404,-0.000082,-0.000831,-0.000849,0.001129,0.000725,0.002077,0.00017,0.001461,0.001884,0.001803,-0.000625,-0.00044,-0.000245
601,-0.000126,0.000692,-0.000834,-0.000363,0.000306,0.00084,0.001215,0.000034,-0.000617,-0.000312,-0.000409,0.002393,0.000934,-0.000421,0.00028,0.000845,0.000019,-0.00081,-0.000309
600.5,0.000805,-0.000056,-0.000369,0.000611,0.00199,0.00164,0.000294,-0.001432,-0.000413,0.001046,0.001075,0.001049,-0.001358,0.000292,0.000417,0.001829,0.001132,0.000282,0.000793
600,-0.000278,0.00098,-0.001303,-0.001413,-0.00018,0.000491,0.00013,-0.00015,-0.000714,0.001393,-0.001421,-0.00024,-0.0016,-0.00063,0.001162,0.001278,0.000746,-0.001224,0.000683
599.5,-0.001066,0.00071,-0.001302,-0.001071,-0.000633,0.001652,0.002854,0.000003,-0.000254,0.000422,0.000562,0.001566,0.000305,0.000166,0.00089,0.001696,0.000433,-0.000725,-0.000359
599,-0.001414,-0.000903,-0.002141,0.001442,0.001246,0.001376,-0.000153,0.000982,0.000933,-0.001178,-0.000667,0.001606,-0.001027,0.001499,0.002167,0.002478,0.001713,-0.001327,-0.000683
598.5,-0.000543,-0.000221,-0.000889,-0.000262,0.001834,0.001536,0.000169,-0.000754,-0.000791,-0.000116,-0.000167,0.003307,0.000975,0.000389,0.000205,-0.000438,0.000592,0.000137,0.000815
598,0.000169,0.000809,-0.000769,0.000089,0.001184,0.000813,0.00065,-0.000465,0.000562,0.000854,-0.000264,0.00192,0.000281,0.000945,0.000801,0.001817,0.00038,-0.000105,0.001993
597.5,-0.000707,0.00067,-0.000873,0.000628,0.002362,0.000931,0.000169,-0.000174,-0.000694,0.000583,0.000928,0.001298,-0.000718,-0.000103,0.000204,0.000432,0.000182,0.000847,0.000758
597,0.000713,0.000263,-0.00116,-0.000887,-0.000135,0.001453,0.000054,-0.000257,0.000171,0.000513,0.001276,0.002569,0.000344,0.000073,0.000927,0.001293,-0.000014,-0.000204,0.000166
596.5,0.000196,0.000834,0.000257,0.000424,0.001555,0.000867,0.000108,-0.00123,-0.001009,0.000345,0.000604,0.002342,-0.000201,0.000282,0.000764,0.001065,-0.000276,-0.000008,0.000634
596,-0.000833,0.00134,-0.000604,-0.000136,0.00059,0.001492,0.001348,-0.000459,0.000148,0.000803,0.001241,0.002247,0.000719,0.000157,0.000224,0.001528,-0.000149,-0.000707,-0.001054
595.5,0.000115,0.000884,-0.000252,-0.000429,0.000084,0.001885,0.00094,-0.001379,-0.001612,-0.000174,0.000364,0.003788,0.000831,0.000473,-0.000153,0.00062,0.000024,0.000033,0.000101
595,-0.000045,0.000302,-0.000145,0.001798,0.00212,0.001744,-0.000079,0.001186,0.000249,-0.00029,-0.00018,0.001794,-0.000636,-0.000573,-0.001005,0.001684,-0.000309,-0.00051,-0.000332
594.5,-0.000558,0.000384,-0.001056,-0.000777,0.000538,0.00143,0.001233,-0.001135,-0.000327,0.00075,0.000153,0.002136,0.000806,-0.000512,-0.000233,0.001133,-0.000298,-0.000441,0.000703
594,-0.000805,0.000218,-0.000484,0.000012,0.001728,0.002082,0.001474,-0.001399,0.000428,0.000705,0.001726,0.002536,0.000537,0.001616,0.00054,0.002802,0.002058,-0.000502,0.000134
593.5,0.000249,0.001038,0.000572,0.001134,0.001911,0.00059,-0.000282,-0.001155,-0.000833,0.000088,0.000503,0.000682,0.000026,0.000408,0.000071,0.001253,0.001003,-0.000162,0.000575
593,-0.000323,0.000327,-0.000776,0.00082,0.002475,-0.001014,-0.00089,0.000246,0.000063,0.000733,0.000928,0.001864,-0.000225,0.000818,0.000736,0.002003,0.000212,-0.000618,0.000518
592.5,-0.001478,-0.000265,-0.001904,0.00135,0.002753,-0.000698,-0.00033,0.000286,-0.000286,0.000383,0.00037,0.002015,-0.000402,-0.00023,0.000173,0.0012,-0.000582,0.001759,0.001461
592,0.000064,0.002093,0.000319,-0.001182,0.001066,0.001275,0.001197,0.000602,-0.0002,0.000853,0.000153,0.001079,-0.000635,0.00035,0.00071,0.001632,0.000571,-0.000023,-0.000177
591.5,0.00138,0.003228,0.001347,0.000774,0.001097,0.00164,-0.000238,-0.000731,0.000276,-0.001236,-0.001657,0.0011,-0.001529,-0.000553,-0.001115,0.000462,0.000151,-0.000952,-0.000582
591,0.000368,-0.000216,-0.000551,0.000869,0.001526,0.001834,0.002482,0.000452,0.001858,0.000184,0.00039,0.001457,0.000324,-0.000358,0.001966,0.00205,0.000303,-0.000433,-0.000101
590.5,0.001557,0.000748,0.000348,0.001546,0.002248,0.001205,0.001047,0.001398,0.002373,-0.000558,0.000498,0.001534,-0.000093,0.001178,-0.000021,0.001032,0.000645,-0.000684,0.000969
590,0.000524,0.001129,-0.000665,-0.000007,0.002153,0.000878,0.001966,0.000215,0.000038,0.000251,-0.001412,0.001857,0.000568,-0.000913,-0.000218,0.001808,-0.000428,0.000776,0.000624
589.5,0.000989,-0.000437,-0.000957,-0.00088,0.000335,0.001345,-0.000613,-0.000323,0.000163,0.000767,0.001194,0.000611,-0.000576,0.000403,0.001601,0.002215,0.000834,0.000607,0.000587
589,0.000761,0.001432,0.000129,0.000454,0.000748,0.000759,0.000338,-0.000973,-0.001328,-0.00027,-0.000095,0.002206,0.000211,-0.000334,-0.00112,0.00226,0.000103,-0.000663,0.000372
588.5,0.00077,0.001223,0.001036,-0.000419,-0.000863,0.001903,0.001588,-0.003065,-0.003687,0.000985,-0.000053,0.002268,0.000523,-0.000281,-0.001101,0.002476,0.001774,0.000306,0.001752
588,0.000888,0.000611,-0.00145,-0.00095,-0.000202,0.000605,0.000639,-0.000299,-0.000727,-0.000487,0.000221,0.001329,0.000457,-0.000842,0.000918,0.00073,-0.000604,-0.000493,0.001046
587.5,-0.000903,-0.000116,-0.000319,-0.000381,0.00056,0.001111,0.002222,0.000033,0.000291,0.000214,-0.00123,0.000669,-0.000576,0.000225,-0.000529,0.001286,0.000596,0.001859,0.00217
587,0.000598,0.002239,-0.000614,0.000892,0.002109,0.001129,0.00059,0.000331,0.001216,0.000987,0.000914,0.002077,-0.000409,-0.000312,0.00101,0.001841,0.000554,0.00004,-0.00046
586.5,-0.000203,-0.001735,-0.000486,0.000926,0.002184,0.001986,0.000038,-0.001359,-0.001408,0.001068,0.000587,0.000713,-0.000153,-0.000093,0.000431,0.002409,0.002156,-0.000627,-0.000597
586,0.000883,0.000259,0.000292,-0.000973,0.000752,0.001954,0.001319,0.000426,0.000091,-0.000147,-0.000137,0.000273,-0.000015,0.000171,0.000785,0.001969,0.000313,-0.001642,-0.00192
585.5,0.001049,0.001837,0.000454,-0.000176,0.001951,0.002055,0.002673,0.000258,0.000843,0.00136,-0.000568,0.001117,-0.001384,0.000091,-0.000008,0.000557,-0.000442,0.000623,0.001174
585,0.001231,0.000161,0.000174,-0.000803,-0.000936,0.001504,0.000595,-0.000884,-0.000515,0.000582,0.000807,0.002701,0.000474,0.000501,0.000917,0.001037,-0.000081,-0.000977,0.00007
584.5,0.000965,0.001749,0.000357,0.00173,0.001383,0.00071,0.000934,0.001292,0.001328,-0.000588,-0.001984,0.002274,0.001103,-0.000094,-0.000364,0.002344,0.001446,0.000199,0.00105
584,0.000564,-0.000416,0.000042,0.000258,0.000246,0.000486,0.001297,-0.00053,-0.000288,0.001014,0.000898,0.002247,-0.000183,0.000068,0.000252,0.001928,-0.000026,0.001061,0.000984
583.5,0.000361,0.001162,0.000736,-0.000736,-0.000396,0.001028,0.001784,-0.000708,-0.000969,-0.000279,-0.001027,0.003052,0.000838,0.001086,0.001291,0.000357,-0.000351,0.00129,0.002532
583,-0.000233,0.000121,-0.000704,0.000413,0.002485,0.002004,0.002048,0.00038,0.001178,-0.0001,-0.001156,0.001363,-0.001254,0.000753,0.000285,0.001714,-0.000754,0.000222,0.001331
582.5,0.000491,0.000623,0.000282,-0.000144,-0.000038,0.001145,0.001691,0.000741,-0.000183,-0.000398,-0.000517,0.001463,-0.001571,-0.000305,0.001011,0.001352,-0.000001,0.001249,0.001484
582,-0.001647,-0.001929,-0.001751,0.000305,0.000653,0.003439,0.003112,-0.000953,0.000127,-0.000071,0.00026,0.00149,-0.001129,0.001331,0.001289,0.001396,-0.000246,-0.001067,0.000166
581.5,0.000453,0.000712,-0.000232,-0.000871,-0.000603,0.001332,0.001225,-0.000463,-0.001203,0.000128,-0.000004,0.003088,0.000216,0.0017,0.001584,0.000842,-0.0009,0.000393,0.000893
581,0.000072,0.000406,-0.001261,0.000544,0.002133,0.001148,0.001301,-0.000727,-0.000515,-0.000407,-0.000213,0.002252,0.001348,0.000019,0.000083,0.001917,0.00027,0.000827,0.000307
580.5,-0.000634,-0.000523,-0.000262,0.001335,0.000623,0.001947,0.002216,-0.00149,-0.000306,0.001123,0.000629,0.001405,0.000007,-0.000792,-0.000794,0.002042,0.000948,0.00083,0.000618
580,0.000573,0.000513,-0.000346,0.000583,0.001036,0.001226,0.001146,0.000538,0.0015,0.000359,0.001102,0.002577,-0.000698,0.00006,0.000148,0.000006,-0.000967,-0.000295,0.000445
579.5,-0.001199,-0.000744,-0.00123,0.000339,0.001475,0.001731,0.001233,-0.000352,-0.000884,0.001148,0.000451,0.00026,-0.000913,0.001912,0.00092,0.002103,0.001024,0.000231,0.000572
579,-0.000101,0.000419,-0.000164,0.000034,0.000134,0.002723,0.001795,0.000124,0.000304,0.000136,0.000171,0.001528,-0.000748,-0.000738,0.000687,0.002585,0.001098,-0.000387,-0.000515
578.5,-0.000952,0.000458,-0.001939,0.000205,0.000553,0.00235,0.00166,-0.001086,-0.000177,0.000229,-0.001388,0.002553,0.000581,-0.000135,0.000887,0.001453,0.000147,0.000004,0.000978
578,-0.000284,0.000455,-0.000615,0.000126,0.000789,0.000452,0.000781,-0.000466,-0.000687,0.000914,0.000597,0.003065,0.001134,-0.000253,0.001352,0.00139,0.000578,-0.000011,0.00052
577.5,-0.000465,-0.000577,-0.00161,0.000554,0.001858,0.001006,0.000671,0.000191,-0.000434,0.000339,-0.000504,0.002434,0.00062,0.001151,0.000664,0.003054,0.000932,-0.000112,0.000181
577,0.000092,-0.000294,-0.000833,0.000875,0.001184,0.001877,0.001839,-0.002,-0.000696,-0.000038,-0.000033,0.001795,0.000747,0.000958,0.000978,0.001812,0.000316,-0.000272,0.000446
576.5,0.001066,0.001465,0.000369,0.000892,0.001473,0.002732,0.001675,-0.000315,0.000463,0.000526,0.000242,0.002189,0.00058,0.00115,0.000967,0.002188,-0.000036,-0.000221,-0.00003
576,-0.000802,-0.00008,-0.000231,-0.000607,0.001154,0.001332,0.00135,-0.000578,-0.00041,-0.000095,0.000688,0.002574,-0.000733,0.000294,0.001331,0.002202,-0.000268,-0.000718,-0.00095
575.5,-0.000519,-0.00015,-0.00125,0.000876,0.001532,0.000724,0.00036,-0.000551,-0.000121,0.00045,0.000055,0.001169,0.000141,-0.000583,-0.000549,0.000921,0.000225,-0.000883,-0.000555
575,0.000098,0.000948,0.00053,0.000969,0.001064,0.001523,0.002001,0.000496,-0.000574,0.000896,0.000605,0.00071,-0.000846,0.000853,0.000967,0.001738,0.000866,0.000528,0.000577
574.5,0.000779,0.000402,-0.000899,-0.000359,0.00149,0.000991,0.001263,0.000164,0.000292,0.000033,0.000457,0.002832,0.000501,-0.00006,0.000082,0.00113,-0.00076,-0.000311,0.000547
574,-0.000022,0.000676,-0.000785,-0.000267,0.000444,0.00093,0.001456,-0.000899,-0.001392,0.00015,0.000332,0.001426,-0.000102,0.000024,0.000289,0.00205,0.000896,-0.000053,0.000544
573.5,-0.000276,-0.000296,-0.000842,-0.000403,0.000614,0.001323,0.000983,-0.001568,-0.001142,-0.000182,0.000246,0.001881,0.000248,-0.00007,0.001244,0.001813,-0.00028,-0.000563,0.000284
573,-0.001162,-0.001111,-0.000414,-0.000442,0.000494,0.000913,0.00055,-0.000304,-0.000578,-0.000796,0.000316,0.000733,-0.00044,-0.000168,0.000223,0.001674,0.000963,0.000213,0.001095
572.5,-0.000051,0.00103,-0.000862,-0.000338,0.000693,0.001467,0.000579,-0.00074,-0.000094,-0.00021,-0.001146,0.002662,-0.000164,0.000685,0.000846,0.001515,0.001725,-0.000269,0.000542
572,0.000662,0.000767,-0.000937,-0.000268,0.000417,0.002022,0.001967,-0.000835,-0.001143,-0.000225,0.000306,0.001857,0.001211,0.000279,0.00067,0.002212,0.000287,-0.000976,0.000788
571.5,-0.000566,0.000114,-0.00131,0.000577,0.001025,0.000824,0.001433,-0.000406,0.000227,-0.000345,-0.000578,0.00338,0.002472,0.000572,0.001031,0.001672,-0.000091,-0.000337,0.000847
571,-0.000274,-0.000692,-0.00096,0.001485,0.002149,0.000869,0.000959,-0.000071,0.000103,-0.000901,-0.000593,0.001625,-0.000818,0.000543,0.001441,0.001962,0.00043,-0.000459,0.000123
570.5,0.000749,0.001315,-0.000318,-0.000162,0.000704,0.001307,0.001412,0.000378,-0.000152,0.000771,0.000648,0.001077,0.000405,0.000843,0.000572,0.001482,0.000428,0.000523,0.000958
570,0.000368,0.00039,0.000583,-0.000372,0.000779,0.001785,0.000957,0.000666,-0.000255,-0.000741,-0.000537,0.002354,0.001221,0.000847,0.000473,0.002288,0.000755,-0.000371,0.001146
569.5,-0.001028,0.000029,-0.000356,-0.000151,0.000517,0.001968,0.000421,-0.000694,-0.001024,0.000147,-0.000202,0.002312,-0.00003,-0.000319,-0.000254,0.000262,0.000382,-0.001267,0.000673
569,-0.000701,-0.000997,-0.001045,-0.001179,-0.000058,0.001439,0.000728,0.00016,0.000905,0.000575,-0.000101,0.001518,0.000014,0.000483,0.000863,0.002207,-0.000118,-0.000422,0.001601
568.5,-0.000194,0.000611,-0.000965,-0.000633,0.000923,0.000027,0.00043,-0.000651,-0.000131,-0.000743,-0.000468,0.001875,0.000773,0.000127,0.001083,0.002696,0.001732,0.000793,0.001542
568,0.000688,-0.000046,0.000085,-0.001126,0.001174,0.000763,0.001159,-0.000977,-0.000857,0.001089,0.001151,0.000551,-0.000656,0.00036,0.001464,0.002191,0.000691,0.00057,0.000936
567.5,-0.000444,0.000353,-0.000328,-0.00006,0.001024,0.002188,0.0015,-0.000307,-0.00105,-0.000045,0.000214,0.002023,0.000502,-0.000196,-0.000264,0.001616,0.000882,-0.000313,0.000548
567,-0.000687,-0.000052,-0.00174,-0.000382,0.001199,0.001185,0.000466,-0.000202,-0.000038,0.001149,0.00102,0.002441,0.00062,0.000848,0.000589,0.000688,-0.000522,0.000665,-0.000193
566.5,0.00024,0.000095,-0.000773,-0.000108,0.000475,0.001475,0.001128,-0.000253,0.000129,0.000248,0.000949,0.002591,0.000574,0.000224,0.001004,0.001417,0.000036,-0.00054,-0.00062
566,-0.00032,0.000004,-0.000898,0.00032,0.001219,0.000192,0.000528,-0.000584,-0.000078,0.00061,-0.000673,0.002002,-0.000068,0.000975,0.001145,0.001681,0.001151,-0.000273,0.001047
565.5,-0.000599,0.000394,-0.001175,0.000192,0.001636,0.001181,0.000896,-0.000567,-0.001513,0.000459,0.000489,0.001939,0.000368,0.000461,0.000503,0.001085,0.001497,-0.000041,0.001134
565,0.000438,0.000013,0.000762,0.001282,0.002029,0.001962,0.001375,-0.000971,-0.000801,-0.000601,-0.000321,0.002339,0.000863,0.000309,0.000386,0.002454,0.00012,0.000039,0.001553
564.5,0.000249,0.002307,0.000118,-0.00022,0.001303,0.002192,0.001238,-0.000828,-0.000425,-0.000476,0.000287,0.001784,0.000777,0.000184,0.000823,0.001372,-0.000204,-0.00117,0.000366
564,0.000425,0.000832,-0.000021,-0.000741,-0.000069,0.002053,0.001237,0.000393,0.001267,0.0001,0.000825,0.002293,0.000581,-0.000083,0.000291,0.001116,-0.000217,-0.000497,0.000936
563.5,-0.000391,0.000363,-0.000666,0.000784,0.001793,0.001671,0.000621,0.000421,-0.00104,0.000886,0.001098,0.001862,0.000196,0.000613,0.000203,0.001501,0.000342,-0.000716,0.000996
563,-0.000219,0.000797,-0.001192,-0.000456,0.000888,0.000956,-0.000265,-0.000781,-0.002188,-0.000138,-0.000182,0.002098,0.000063,0.000577,0.002315,0.001805,0.000881,0.001566,0.001876
562.5,0.001135,0.000558,-0.000071,-0.000059,0.00147,0.000673,0.001172,-0.000337,-0.000631,0.000089,0.000057,0.001363,0.000537,-0.000243,-0.000692,0.00074,0.000205,0.000027,-0.000006
562,0.001066,0.001392,0.000027,0.0002,0.001011,0.000063,0.001045,-0.000245,0.000834,0.00068,0.000084,0.002342,-0.000037,-0.000383,0.000012,0.001938,0.000137,-0.000252,0.001361
561.5,-0.000105,0.001733,-0.000874,-0.000195,-0.000108,0.000809,0.001053,0.000058,0.000657,-0.000376,-0.000273,0.000656,-0.000042,-0.000245,0.000067,0.001818,0.001028,0.000004,-0.000094
561,-0.000579,0.000685,-0.000777,0.000657,0.001252,0.001312,0.001338,0.000424,0.000473,0.000152,0.000767,0.001724,-0.000663,0.000733,0.001395,0.001506,0.000636,-0.000649,0.001198
560.5,0.000241,-0.000015,-0.000116,0.000389,0.0026,0.001783,0.001357,-0.000299,0.000106,-0.000166,-0.00122,0.001654,0.000451,-0.000534,-0.000382,0.002114,0.000173,0.000106,0.000968
560,0.002408,0.001324,0.000631,0.000216,0.001808,0.001139,-0.000404,0.000238,-0.000376,-0.000445,0.000131,0.000779,-0.000118,-0.001093,0.000294,0.001389,-0.00024,-0.000704,0.000334
559.5,0.00024,0.001027,-0.002115,0.001008,0.000054,0.002633,0.001537,0.000052,0.00015,0.001292,0.000447,0.002145,0.000401,0.001088,0.000788,0.000102,0.000342,0.000539,0.00184
559,-0.000637,-0.000207,-0.001337,0.000108,0.001877,0.002008,0.001818,-0.000191,-0.000897,0.00044,0.000796,0.001699,-0.000558,0.000682,0.001736,0.001705,0.001215,0.000206,0.000352
558.5,0.000929,0.001965,0.000267,-0.000207,0.000218,0.000978,-0.000285,-0.000278,-0.000529,-0.000437,0.00044,0.000399,-0.000225,-0.000778,-0.000247,0.000657,-0.000397,-0.000854,0.000267
558,-0.000413,0.00072,-0.000631,0.000101,0.001431,0.000919,0.001675,0.000349,0.000579,-0.00033,-0.000934,0.002091,-0.000002,-0.000013,0.000749,0.001076,-0.000073,0.000789,0.001049
557.5,-0.000661,-0.00007,-0.001045,-0.001172,-0.001004,0.000596,0.001326,-0.001081,-0.001228,0.000791,-0.000113,0.002928,0.000841,0.001383,0.000519,0.001609,0.000085,-0.000545,0.001244
557,0.000757,0.00038,-0.000324,0.00011,0.001629,0.001314,0.001427,-0.000456,-0.001698,0.000935,0.000067,0.001704,-0.000548,0.000253,-0.000273,0.001225,0.00008,-0.000401,0.000371
556.5,0.000711,0.001064,0.00059,-0.000513,0.001336,0.001394,0.001478,-0.001155,-0.001069,0.00004,-0.000341,0.001757,-0.000951,0.00062,0.001634,0.000991,-0.000677,-0.000056,0.000221
556,0.000029,0.000461,-0.000855,0.001289,0.002029,0.00131,0.001335,-0.000965,-0.001475,0.000662,0.000331,0.002072,0.000462,0.000429,0.001471,0.001125,0.000238,-0.002086,-0.000425
555.5,0.00014,0.000609,-0.000737,0.001157,0.001984,0.001006,0.001442,-0.000303,-0.000172,0.000846,0.0002,0.002397,-0.000155,0.000119,-0.000623,0.000921,0.000736,0.001182,0.001089
555,-0.000298,-0.000377,-0.001788,0.000212,0.00069,0.001472,0.001402,0.000018,-0.000161,0.001012,0.00072,0.001385,-0.000233,-0.000258,0.000517,0.001217,0.000144,0.000348,0.000566
554.5,-0.000225,0.000602,0.000013,-0.00103,0.000379,0.000889,0.001609,-0.000676,-0.000973,0.000134,-0.000234,0.002145,-0.000527,-0.000814,0.001485,0.001878,0.000162,0.000188,0.000875
554,-0.000418,0.000329,-0.000441,0.000622,0.001785,0.001461,0.000125,-0.000198,-0.000099,0.000871,0.000681,0.002315,-0.000051,0.000124,0.000323,0.000319,-0.000466,-0.00048,-0.000837
553.5,0.000699,0.00085,-0.000353,0.00051,0.001416,0.002362,0.000436,-0.000121,0.000596,0.001222,0.000819,0.002817,0.001236,0.000306,0.000453,0.001783,0.000865,0.000774,0.001019
553,-0.000699,0.000644,-0.001418,-0.000668,0.00114,0.001536,0.000588,-0.000314,-0.00068,-0.0002,-0.000093,0.00173,-0.000125,-0.000775,-0.000441,0.000456,-0.000133,0.000183,0.000234
552.5,-0.000077,0.000653,-0.00007,-0.000349,0.000863,0.002063,0.001419,-0.000304,-0.001341,-0.000549,-0.000274,0.001513,-0.000386,0.001683,0.00148,0.001915,-0.00016,0.001134,0.000884
552,-0.000301,0.001317,-0.00083,0.000064,0.001172,0.002123,0.002055,-0.001533,-0.00047,0.00005,0.000385,0.000817,-0.000114,-0.000036,0.00057,0.002971,0.001681,0.000317,0.001356
551.5,0.000527,0.001197,0.001074,0.000699,0.001335,0.001689,0.001608,-0.000226,0.000375,0.000515,-0.000288,0.001785,-0.000115,-0.000726,0.000083,0.001287,-0.000058,0.000336,0.000813
